total_hw;total_ap;hw_ap;total_al;hw_al;total_cl;hw_cl;total_cp;hw_cp;total_suami;hw_suami;total_istri;hw_istri;total_ayah;hw_ayah;total_ibu;hw_ibu;total_kakek;hw_kakek;total_nenek;hw_nenek;total_si;hw_si;total_sdlk;hw_sdlk;total_sdpk;hw_sdpk
705192957;2;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;235064319;0;0
705192957;2;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;201483702;1;33580617
705192957;2;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;176298239;2;58766080
705192957;2;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;156709546;3;78354773
705192957;2;705192957;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;156709546;1;78354773
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;117532160;2;117532160
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;94025728;3;141038591
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;188051455;1;47012864
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;156709546;2;78354773
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;134322468;3;100741851
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;201483702;1;33580617
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;176298239;2;58766080
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;156709546;3;78354773
705192957;2;705192957;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;156709546;1;78354773
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;117532160;2;117532160
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;94025728;3;141038591
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;188051455;1;47012864
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;156709546;2;78354773
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;134322468;3;100741851
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;201483702;1;33580617
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;176298239;2;58766080
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;156709546;3;78354773
705192957;2;705192957;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;156709546;1;78354773
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;117532160;2;117532160
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;94025728;3;141038591
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;188051455;1;47012864
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;156709546;2;78354773
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;134322468;3;100741851
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;201483702;1;33580617
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;176298239;2;58766080
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;156709546;3;78354773
705192957;2;705192957;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;235064319
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;156709546;1;78354773
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;117532160;2;117532160
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;94025728;3;141038591
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;188051455;1;47012864
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;156709546;2;78354773
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;134322468;3;100741851
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;235064319;0;0
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;201483702;1;33580617
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;176298239;2;58766080
705192957;2;470128638;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;156709546;3;78354773
705192957;2;705192957;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;156709546;1;78354773
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;117532160;2;117532160
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;94025728;3;141038591
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;188051455;1;47012864
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;156709546;2;78354773
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;134322468;3;100741851
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;201483702;1;33580617
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;176298239;2;58766080
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;156709546;3;78354773
705192957;2;705192957;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;156709546;1;78354773
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;117532160;2;117532160
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;94025728;3;141038591
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;188051455;1;47012864
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;156709546;2;78354773
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;134322468;3;100741851
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;201483702;1;33580617
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;176298239;2;58766080
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;156709546;3;78354773
705192957;2;705192957;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;156709546;1;78354773
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;117532160;2;117532160
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;94025728;3;141038591
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;188051455;1;47012864
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;156709546;2;78354773
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;134322468;3;100741851
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;201483702;1;33580617
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;176298239;2;58766080
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;156709546;3;78354773
705192957;2;705192957;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;235064319
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;156709546;1;78354773
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;117532160;2;117532160
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;94025728;3;141038591
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;188051455;1;47012864
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;156709546;2;78354773
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;134322468;3;100741851
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;235064319;0;0
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;201483702;1;33580617
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;176298239;2;58766080
705192957;2;470128638;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;156709546;3;78354773
705192957;3;705192957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;156709546;1;78354773
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;117532160;2;117532160
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;94025728;3;141038591
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;188051455;1;47012864
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;156709546;2;78354773
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;134322468;3;100741851
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;201483702;1;33580617
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;176298239;2;58766080
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;156709546;3;78354773
705192957;3;705192957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;156709546;1;78354773
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;117532160;2;117532160
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;94025728;3;141038591
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;188051455;1;47012864
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;156709546;2;78354773
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;134322468;3;100741851
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;201483702;1;33580617
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;176298239;2;58766080
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;156709546;3;78354773
705192957;3;705192957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;156709546;1;78354773
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;117532160;2;117532160
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;94025728;3;141038591
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;188051455;1;47012864
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;156709546;2;78354773
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;134322468;3;100741851
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;201483702;1;33580617
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;176298239;2;58766080
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;156709546;3;78354773
705192957;3;705192957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;235064319
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;156709546;1;78354773
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;117532160;2;117532160
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;94025728;3;141038591
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;188051455;1;47012864
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;156709546;2;78354773
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;134322468;3;100741851
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;235064319;0;0
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;201483702;1;33580617
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;176298239;2;58766080
705192957;3;470128638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;156709546;3;78354773
705192957;3;705192957;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;235064319
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;235064319
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;235064319
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;235064319;0;0
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;156709546;1;78354773
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;117532160;2;117532160
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;94025728;3;141038591
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;235064319;0;0
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;188051455;1;47012864
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;156709546;2;78354773
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;134322468;3;100741851
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;235064319;0;0
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;201483702;1;33580617
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;176298239;2;58766080
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;156709546;3;78354773
705192957;3;705192957;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;235064319
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;235064319
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;235064319
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;235064319;0;0
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;156709546;1;78354773
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;117532160;2;117532160
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;94025728;3;141038591
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;235064319;0;0
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;188051455;1;47012864
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;156709546;2;78354773
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;134322468;3;100741851
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;235064319;0;0
705192957;3;470128638;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;201483702;1;33580617
